projectid,name,cat_id,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country
1011295553,Banded Together (Canceled),46,Apps,Technology,USD,06/04/15 3:38,175000,07/03/15 3:38,1,canceled,1,US
1011304615,GROTESK MACABRE Animated playing cards!,65,Playing Cards,Games,USD,05/11/15 23:04,15000,06/10/15 23:04,31748,successful,606,US
1011319459,Murder: A Comedy,2,Narrative Film,Film & Video,USD,02/06/11 5:59,3500,11/03/11 9:58,100,failed,3,US
1011322019,ROMP! Magazine,51,Periodicals,Publishing,USD,03/03/15 14:59,45000,01/02/15 14:59,455,failed,14,US
1011335464,SAFE Wallet Case for iPhone 5 and iPhone 4/4s,8,Product Design,Design,USD,03/01/13 4:00,217000,21/11/12 16:50,16669,failed,170,US
1011339921,"Video Watchdog Digital Archive for iPad, Android & Windows",51,Periodicals,Publishing,USD,24/12/13 5:00,147900,25/11/13 19:59,74071,canceled,412,US
101134401,The Adventure Photo Challenge - from Australia to Estonia,25,Photography,Photography,GBP,19/04/13 12:29,1000,18/02/13 11:29,4181,successful,53,GB
1011352051,"THC ""The High Concert""",50,Hip-Hop,Music,USD,20/08/14 20:06,1400,28/07/14 20:06,0,failed,0,US
1011357989,Incoginto Cinema Warriors XP (Season 2),4,Film & Video,Film & Video,USD,10/10/11 2:52,4000,31/08/11 2:52,4382,successful,56,US
1011362603,Get Mike the Pipe to Punk Rock Bowling 2015! (Canceled),67,Punk,Music,USD,21/05/15 8:59,500,14/05/15 21:33,70,canceled,3,US
1011369637,There Will Be A Light: Stories of Great Lakes Lighthouses,9,Documentary,Film & Video,USD,18/07/11 12:47,5014,19/05/11 12:47,0,canceled,0,US
1011374245,Forests & Sands,48,Apparel,Fashion,USD,17/01/16 22:37,19000,18/12/15 22:37,125,failed,2,US
1011381560,Melissa Joy's Debut Album,3,Music,Music,USD,26/06/16 15:44,25000,27/05/16 15:44,2381,failed,19,US
1011392707,Heaven in Hollywood,110,Faith,Music,USD,06/07/14 18:32,3000,27/05/14 18:32,130,failed,3,"N""0"
1011396416,The High Five's New Song!!,26,Pop,Music,USD,21/06/13 19:00,1100,12/06/13 19:23,25,failed,1,"N""0"
1011401237,Egidio Scognamillo: Realize a dream to change a life,56,World Music,Music,EUR,14/02/16 15:46,2000,05/01/16 15:46,0,failed,0,IT
1011403563,MetalFromNL guerilla tactics,49,Metal,Music,EUR,25/07/14 12:37,60,25/06/14 12:37,70,successful,2,NL
1011408693,"""THE KING HAT REVIEW"" THE STORY OF AMERICAN MUSIC",18,Theater,Theater,USD,02/11/11 18:27,10000,03/09/11 19:27,701,failed,4,US
1011428880,Voter-Ed.com,36,Web,Technology,USD,12/08/15 19:02,25000,13/07/15 19:02,43,failed,2,US
1011430787,Courageous Lion Cinema's 2015 48 Hour Film,4,Film & Video,Film & Video,USD,03/07/15 21:56,1000,26/06/15 21:56,1435,successful,27,US
1011432526,Mythic Canvas Tote Bags (Canceled),17,Fashion,Fashion,USD,08/08/12 23:57,300,09/07/12 23:57,0,canceled,0,US
1011435345,Pre-sale so we can print shirts for meagothy and StompyStomps (Canceled),17,Fashion,Fashion,USD,05/11/10 8:00,950,27/09/10 17:49,200,canceled,1,US
1011452232,"Nomad, The #1 rechargeable grill for nature lovers",8,Product Design,Design,EUR,27/06/16 11:31,100000,28/05/16 11:31,321,failed,3,FR
101146343,Quatrix strategic board game (Canceled),27,Tabletop Games,Games,USD,03/07/16 6:05,45000,03/06/16 6:05,890,canceled,8,US
1011467673,"The Brittle Box Candy that's ""Outside the box""",115,Small Batch,Food,USD,20/06/14 15:20,175000,21/05/14 15:20,335,failed,10,US
1011468847,The Night Owl Society - Issue #1,19,Comics,Comics,USD,11/01/14 23:04,4500,12/11/13 23:04,5410,successful,155,US
1011477077,Quail Bell Look Book/Issue One,51,Periodicals,Publishing,USD,12/05/13 16:27,500,12/04/13 16:27,76,failed,5,US
1011481501,poetry for the wounded,1,Poetry,Publishing,AUD,01/10/14 2:15,8000,12/08/14 2:15,100,failed,1,AU
1011483416,Bobby's Socks,58,Drama,Film & Video,USD,18/08/14 20:17,25000,19/07/14 20:17,235,failed,5,US
1011485219,Delectable Delights By Tara,6,Food,Food,AUD,25/09/16 13:06,10,26/08/16 13:06,50,successful,4,AU
1011490698,Jayme Stone's Lomax Project,83,Country & Folk,Music,USD,03/07/14 15:39,25000,03/06/14 15:39,25391.26,successful,490,US
1011502029,Bash N Dash,61,Mobile Games,Games,GBP,30/10/15 9:02,2000,15/09/15 10:02,10,failed,5,GB
1011506154,Davey G Music,3,Music,Music,USD,19/10/14 19:24,500,22/09/14 20:16,0,failed,0,US
1011510565,"Merry Musicals Presents: "" Father of his Country.""",4,Film & Video,Film & Video,USD,13/04/11 2:22,100000,13/03/11 2:22,0,failed,0,US
1011518618,Taco Night,79,Events,Food,USD,03/10/14 23:12,2000,03/09/14 23:12,0,failed,0,US
1011519134,Bringing the World Peace Game to Saint Paul!,114,Live Games,Games,USD,05/08/16 20:24,2400,06/07/16 20:24,1225,failed,11,US
1011524428,Bad Exorcists,2,Narrative Film,Film & Video,USD,05/10/13 9:00,20000,04/09/13 9:16,21965.41,successful,255,US
1011541729,"Into The Rudder ""A documentary Film""",9,Documentary,Film & Video,USD,09/09/11 5:33,8500,03/08/11 5:33,275,failed,7,US
1011547848,Frederick Elton's Rock Album/Home Studio Start up,32,Rock,Music,GBP,15/08/14 12:48,10000,16/07/14 12:48,0,failed,0,GB
1011548579,Cooperstand Professional Multiple Instrument Stand,8,Product Design,Design,USD,01/09/13 5:01,50000,18/07/13 5:01,3459,canceled,25,US
1011554703,Free Range Chicken Coop for Rural Andean Farm. #VamosChicken,95,Farms,Food,GBP,14/10/14 0:59,600,19/08/14 20:06,608,successful,15,GB
1011559860,GINA: Smart coffee instrument / by GOAT STORY,8,Product Design,Design,USD,17/12/16 14:00,50000,18/10/16 14:00,399911,live,1979,US
1011566779,Golfball Critters,8,Product Design,Design,USD,26/05/15 22:16,10000,21/04/15 22:16,305,failed,7,US
1011568164,Ez Edger,14,Design,Design,USD,07/03/15 0:57,30000,06/01/15 0:57,226,failed,9,US
101156819,Freddy's List - The Complete Marine Classifieds,36,Web,Technology,USD,16/07/16 19:20,4700,16/06/16 19:20,0,failed,0,US
1011574171,UFHO2 - A Turn-based Strategy Game,13,Games,Games,USD,11/02/12 23:45,10000,13/12/11 23:45,10872.79,successful,316,US
1011575016,Olga Dunn Dance Company's Sudden Move!,82,Spaces,Dance,USD,11/11/14 15:36,25000,12/09/14 15:36,352,failed,8,US
1011578240,OooWee SoulFood Restaurant,6,Food,Food,USD,27/04/12 19:51,18000,28/03/12 19:51,5,failed,1,US
1011584108,Cimmerian Space Realtime 3D Browser Game,13,Games,Games,GBP,14/10/14 15:59,5000,02/09/14 15:59,1360,failed,36,GB
101158548,Our Two Hands,9,Documentary,Film & Video,USD,23/07/14 9:06,20000,23/06/14 9:06,20491.01,successful,137,US
1011587111,Wild for Otters!,4,Film & Video,Film & Video,USD,30/09/13 6:00,27000,24/08/13 18:48,27846,successful,289,US
1011593107,Twilight FanMade Screentest,4,Film & Video,Film & Video,USD,13/04/14 22:49,10000,14/03/14 21:49,0,failed,0,US
1011598954,Santiago: The Fisherman (Canceled),43,Shorts,Film & Video,USD,16/11/11 5:12,850,27/10/11 5:12,52,canceled,2,US
1011604031,MIS' ME,17,Fashion,Fashion,USD,03/02/16 17:36,3000,04/01/16 17:36,0,failed,0,US
1011607665,"""Dark Soul"" transcription of book for e-book upload",42,Publishing,Publishing,USD,24/03/11 21:00,1500,22/02/11 22:00,10,failed,1,US
1011614416,Emerson ASB 2011 Documentary,9,Documentary,Film & Video,USD,04/03/11 20:12,2000,28/12/10 22:13,2000,successful,46,US
1011617014,Arcane Creations: A Rock Fashion Show 4 Starving Artists,84,Mixed Media,Art,USD,29/08/11 21:54,5000,30/06/11 21:54,0,failed,0,US
1011619028,"Physical Release of ""XO"" AND ""SINNER""",44,Electronic Music,Music,USD,16/01/17 5:08,5000,02/12/16 5:08,20,live,2,US
1011623243,ROTO - No more lumpy shakes! (Canceled),8,Product Design,Design,EUR,28/08/15 4:17,12500,24/07/15 4:17,1394,canceled,71,
1011626515,"Libert_, _galit_, fraternit_ - Terror in Paris (Cannes Film)",4,Film & Video,Film & Video,EUR,16/12/15 17:20,200,16/11/15 17:20,7,failed,3,DE
1011629403,Kinging-It Clothing/ New Website,48,Apparel,Fashion,GBP,16/01/16 19:52,2000,17/12/15 19:52,2212,successful,68,GB
1011645519,Extra hands for mommy and daddy!,14,Design,Design,USD,14/04/14 19:14,1000,28/02/14 19:14,61,failed,4,US
1011653178,Positive Intention Workbook App,42,Publishing,Publishing,USD,13/06/13 19:13,3000,14/05/13 19:13,3105,successful,44,US
1011660676,BIG BERTHA AND THE MAFIA COPS,39,Festivals,Film & Video,USD,26/07/15 21:18,2700,29/06/15 23:56,2,failed,2,US
1011664710,28 degrees taurus' new album and US tour 2010!,32,Rock,Music,USD,04/06/10 6:01,700,22/04/10 20:27,787,successful,21,US
1011666608,Chasing a Feeling,10,Nonfiction,Publishing,USD,08/03/14 21:43,7000,07/01/14 21:43,432,failed,11,US
1011667256,SWITCH TAPS Interchangeable Beer Tap Handle & Growler System,8,Product Design,Design,USD,03/02/14 6:30,10000,20/12/13 7:01,8268,failed,61,US
101166915,Happy State co: Proudly saluting the Happy States of America,17,Fashion,Fashion,USD,24/08/13 17:33,2000,25/07/13 17:33,2030.4,successful,98,US
1011680616,BRING MISSING BACK TO LIFE,18,Theater,Theater,GBP,29/03/15 15:00,5000,16/03/15 17:32,11064,successful,507,GB
1011683270,State of the Art Conference (Canceled),28,Art,Art,USD,04/06/14 18:34,2700,20/05/14 18:34,151,canceled,2,US
1011691456,After Life: True Tales of the Wandering Dead (Canceled),10,Nonfiction,Publishing,CAD,02/11/13 5:01,7500,20/09/13 18:35,2687.06,canceled,73,CA
101169168,C Stoddart 2016 Calendar,25,Photography,Photography,USD,16/08/15 2:16,1550,17/07/15 2:16,1591,successful,22,US
1011703457,"Big Scary Lions, and Hopefully A Meerkat Or Two",87,Animals,Photography,GBP,20/10/14 0:59,9500,05/09/14 1:07,0,failed,0,GB
1011705525,Matthew Rapp Music,3,Music,Music,USD,05/10/14 7:59,500,15/09/14 20:22,797,successful,30,US
1011709437,"""REMEMBAH"" The Zombie Rock Video with a Purpose! (Canceled)",32,Rock,Music,USD,11/08/11 19:12,10000,27/06/11 19:12,25,canceled,1,US
1011715374,TiScribe-HL: The First Titanium/Copper/Brass Highlighter Pen,8,Product Design,Design,USD,03/11/16 21:44,999,14/10/16 22:44,16067.69,successful,204,US
1011716354,The Greys Trilogy - Book One: Revelations,30,Fiction,Publishing,USD,14/12/12 22:07,12000,14/11/12 22:07,51,failed,3,US
1011718163,Detroit Portraits,25,Photography,Photography,USD,31/12/11 22:13,6500,01/12/11 22:13,6911,successful,134,US
1011723203,Options: A Novel,30,Fiction,Publishing,USD,31/10/15 2:08,5000,01/10/15 3:08,691,failed,17,US
1011724893,RapidDisk LX 2.0: an iSCSI Target Linux Distribution,55,Software,Technology,USD,21/10/12 0:23,2500,06/09/12 0:23,929.66,failed,27,US
1011729845,Vitality Cafe,6,Food,Food,USD,01/04/15 18:33,50000,02/03/15 18:33,25,failed,1,US
1011730509,0 Fans & Brand New: Develop/ Record/ Distribute Debut Album,50,Hip-Hop,Music,USD,17/03/13 1:00,25000,23/02/13 6:13,0,canceled,0,US
101173232,The Lasagne Project Support,6,Food,Food,GBP,29/08/14 11:04,30,30/07/14 11:04,1,failed,1,GB
1011741938,THE RITE - MMA TV Show Pilot,4,Film & Video,Film & Video,USD,10/08/12 0:42,67000,10/07/12 0:42,1381,failed,21,US
1011754438,Native Phoenix Lingerie Calendar,42,Publishing,Publishing,USD,04/03/14 2:14,5000,02/02/14 2:14,296,failed,6,US
1011761722,Freestyle magazine Issue 4,16,Art Books,Publishing,GBP,27/05/13 20:04,15000,17/04/13 20:04,15056.88,successful,97,GB
1011765723,iPlifier» for iPhone 5,8,Product Design,Design,USD,20/04/13 23:24,7500,11/03/13 22:24,8576,successful,800,US
1011767615,"""ANGELA'S DREAM"" SHORT FILM",43,Shorts,Film & Video,USD,10/07/11 22:31,8000,10/06/11 22:31,587,failed,16,US
1011774563,MY SON,43,Shorts,Film & Video,USD,19/12/13 4:17,3500,19/11/13 4:17,3500.99,successful,53,US
1011785439,Into the Lantern Waste,83,Country & Folk,Music,USD,28/09/14 20:02,2600,29/08/14 20:02,4368.33,successful,127,US
1011793387,Brennin EP,83,Country & Folk,Music,USD,16/09/15 19:01,6000,27/08/15 19:01,6912,successful,88,US
1011798944,"Triskèle ""IV"" LP (Canceled)",49,Metal,Music,CAD,10/02/15 18:45,7500,12/12/14 18:45,0,canceled,0,CA
1011810104,Nick Ladish 2012 EP Project,11,Indie Rock,Music,USD,16/06/12 23:00,500,16/05/12 4:43,125,failed,6,US
1011815456,Exploring Our Children's Aptitudes and Interests,89,Performance Art,Art,USD,06/09/14 1:37,1500,07/08/14 1:37,0,failed,0,US
1011827283,Breakout: A Four-Issue Comic Book Mini-Series,19,Comics,Comics,USD,12/04/13 18:01,6000,13/03/13 18:01,1257,failed,32,US
1011830662,Red Sky Morning,43,Shorts,Film & Video,USD,19/12/12 5:59,1500,27/11/12 5:32,1525,successful,23,US
1011833151,Hesting Power Turbine,33,Hardware,Technology,USD,29/09/14 15:44,5000,01/08/14 0:41,100,failed,1,US
1011837866,Khmer Rouge Documentary,9,Documentary,Film & Video,AUD,04/02/14 6:25,1500,27/01/14 23:35,100,failed,1,AU
1011839035,The Crush Series,4,Film & Video,Film & Video,USD,03/10/13 8:59,4500,20/09/13 7:38,4631,successful,98,US
1011847451,Psycho-Manic: Interactive Music Video for iPad/iPhone,4,Film & Video,Film & Video,USD,03/11/11 16:57,7100,04/10/11 17:57,830,failed,6,US
1011848979,In Knead of more space.,6,Food,Food,USD,25/10/12 22:36,3855,25/09/12 22:36,1185,failed,26,US
1011850817,TWYN SYSTEM,53,Technology,Technology,USD,06/03/15 19:02,20000,01/02/15 19:02,1439,failed,26,US
1011852325,I just want to make pizza,6,Food,Food,USD,09/08/14 16:04,200,10/07/14 16:04,0,failed,0,US
1011860628,Flee the Scene,27,Tabletop Games,Games,NZD,19/08/15 5:00,12000,04/08/15 6:03,22966,successful,361,NZ
1011861248,BE defiA.N.T.,50,Hip-Hop,Music,USD,27/12/12 23:20,30000,27/11/12 23:20,372,failed,14,US
1011863247,Portland Lesbian & Gay Film Festival's Filmmaker Fund,4,Film & Video,Film & Video,USD,24/09/11 19:59,1900,25/08/11 19:59,1903,successful,35,US
1011865092,"Crank Coffee, hand roasted, bike delivered, Portland,OR",6,Food,Food,USD,18/08/13 20:59,8500,18/07/13 20:53,2281,failed,38,US
1011885110,The Sara Chronicles series (Canceled),30,Fiction,Publishing,USD,10/05/15 5:06,6000,10/04/15 5:06,0,canceled,0,US
1011886894,iDrinks,7,Drinks,Food,CAD,24/11/14 19:33,150,03/11/14 19:33,0,failed,0,CA
1011895837,RC Drone,62,Flight,Technology,USD,06/05/15 18:55,200,06/04/15 18:55,50,failed,2,US
1011898828,A Strange and Marvellous Adventure - Film,4,Film & Video,Film & Video,GBP,31/07/13 10:30,300,18/06/13 11:48,335,successful,19,GB
1011899709,Frontierville!,89,Performance Art,Art,USD,08/04/12 6:11,5000,09/03/12 6:11,5052,successful,98,US
101190811,The Renata Road - Feature Film,2,Narrative Film,Film & Video,GBP,06/10/13 1:00,10000,01/09/13 1:03,10317,successful,141,GB
101193204,F O N E (an un-performable symphony) Special Edition CD,80,Classical Music,Music,USD,27/04/13 1:28,8500,26/02/13 1:28,11315.66,successful,210,US
1011939423,The Process - A USC Thesis Film,122,Thrillers,Film & Video,USD,24/11/15 22:04,7000,10/11/15 22:04,7749,successful,111,US
101194805,COLORxDEATH - alternative adult coloring book,28,Art,Art,USD,21/12/16 21:47,2500,22/10/16 21:47,1035,live,25,US
1011962023,Help! I'm about to be a dad,30,Fiction,Publishing,GBP,19/12/14 12:58,100000,19/11/14 12:58,0,failed,0,GB
1011963518,My Dream is to Publish a Collection of Personal Visions,10,Nonfiction,Publishing,USD,19/09/13 2:46,5000,20/08/13 2:46,0,failed,0,US
1011965269,Chino Ramos & Orq: New Album & Holiday Collaboration,56,World Music,Music,USD,05/09/12 20:38,15000,06/08/12 20:38,40,canceled,1,US
1011967346,The ShamanCycle - a Giant 10-Person Eagle Bicycle,74,Sculpture,Art,USD,21/06/13 8:45,9847,07/05/13 3:10,12527,successful,120,US
1011971056,STACY,43,Shorts,Film & Video,USD,25/04/14 21:20,10000,26/03/14 20:20,10056,successful,38,US
1011996944,Drunkstruction: The Liver Killing Party Game,27,Tabletop Games,Games,USD,05/10/15 22:31,2500,31/08/15 22:31,2578,successful,50,US
1011996990,A New Fingerstyle guitar album by Lance Allen,83,Country & Folk,Music,USD,29/09/16 18:14,1000,30/08/16 18:14,3264,successful,78,US
101200382,"Investing In ""A Sick Summer"" (Canceled)",50,Hip-Hop,Music,USD,28/05/16 8:59,800,19/05/16 7:45,153,canceled,4,US
1012003939,Feature-length indie comedy...STRONG script...GREAT film.,43,Shorts,Film & Video,USD,22/01/11 4:02,10000,23/12/10 4:02,900,failed,3,US
1012009393,Human origin and evolution,10,Nonfiction,Publishing,USD,02/05/14 0:05,12000,02/04/14 0:05,15,failed,1,US
10120159,JI EUM: A Rhythm Mobile Game for the Visually Impaired,61,Mobile Games,Games,USD,22/12/15 13:42,1000,01/12/15 2:59,1313,successful,36,US
1012016276,Degrees: Earth's beautiful landscape and wildlife,136,Nature,Photography,USD,13/06/16 1:01,3000,14/05/16 1:01,3075,successful,30,US
1012018731,"3am ""The Devil's hour""",111,Horror,Film & Video,USD,22/07/15 6:24,20000,23/05/15 6:24,600,failed,5,US
1012028906,Apogaea 2012 Center Camp,23,Public Art,Art,USD,28/05/12 5:45,1200,28/04/12 5:45,1451,successful,45,US
1012038570,"Find ""Youth-spirations"" worldwide and film their lives",9,Documentary,Film & Video,USD,07/12/14 18:20,68000,07/11/14 18:20,0,failed,0,US
1012042421,que Bottle: The Fashionable & Collapsible Travel Bottle,8,Product Design,Design,USD,03/11/16 15:04,20000,04/10/16 16:10,560785.5,successful,11610,US
1012051485,Tazed in the nuts for Mixtape Features (Canceled),50,Hip-Hop,Music,USD,07/04/15 7:28,40000,06/02/15 7:28,0,canceled,0,US
1012052985,MOVING ON_The Short Film,112,Science Fiction,Film & Video,USD,01/07/15 19:44,5400,28/05/15 19:44,5662,successful,43,US
1012060419,Self Replicating Blocks,33,Hardware,Technology,GBP,28/12/13 9:59,6000,28/11/13 9:59,216,failed,7,GB
1012070871,FATHOMS - an animated sci-fi film with heart,75,Animation,Film & Video,USD,28/07/11 3:11,7500,28/06/11 3:11,19631.22,successful,145,US
1012071398,AMERICAN DREAM: ILLUSION OR REALITY?  A Documentary About the Pursuit of Success,9,Documentary,Film & Video,USD,25/09/09 8:59,4000,03/09/09 6:52,4100,successful,46,US
1012072717,Geef kleur aan de rode flat op Elevator Sessions! (Canceled),3,Music,Music,EUR,05/03/15 20:00,70,05/01/15 11:03,10,canceled,1,NL
1012076836,Universal PWM Controller Kit,92,DIY Electronics,Technology,GBP,27/08/14 18:02,500,04/08/14 18:02,115,failed,10,GB
1012098299,Stray,19,Comics,Comics,USD,10/03/12 21:12,7000,09/02/12 21:12,75,failed,5,US
1012101826,Niko makes really good spaghetti (Suspended),115,Small Batch,Food,USD,07/06/15 6:03,1100,08/04/15 6:03,2,suspended,2,US
1012106584,Recording our full length!,11,Indie Rock,Music,USD,08/03/11 18:51,2500,07/01/11 18:51,2835,successful,39,US
1012115906,Happy People DGAF: The 3 Universal Laws of Happiness,10,Nonfiction,Publishing,USD,24/05/16 5:03,5000,25/03/16 4:03,56,failed,4,US
1012124191,"Bring ""Avalon: A Steampunk Musical Romance"" to the stage",18,Theater,Theater,USD,02/07/11 1:14,3500,03/05/11 1:14,200,failed,3,US
1012142765,Custom - Celebrating Retro Gaming Art,10,Nonfiction,Publishing,CAD,25/11/16 18:00,40000,26/10/16 18:00,860,canceled,14,CA
1012164396,Departed Soles: Brewing Classic & Gluten Free beer in NJ!,7,Drinks,Food,USD,29/05/15 14:50,17500,29/04/15 14:50,20987,successful,192,US
1012165066,Blood and Dust: The Life and Undeath of Judd Glenny,19,Comics,Comics,USD,31/05/14 9:00,3000,01/05/14 9:00,3095,successful,68,US
1012175050,Uneasy Lies the Mind,2,Narrative Film,Film & Video,USD,10/11/12 2:59,10000,19/10/12 21:31,10001,successful,28,US
1012176914,Power on the Positive Randomosity!,4,Film & Video,Film & Video,USD,23/03/15 0:55,300,21/02/15 1:55,635,successful,9,US
1012184607,The FLUME - Dice Tower - Dice Case - Hardwood RNG Solution,27,Tabletop Games,Games,USD,08/12/16 23:51,1000,08/11/16 23:51,10249,live,124,US
1012186184,"I Hear Ya, Syria.",81,Graphic Design,Design,USD,23/03/12 20:27,1000,09/03/12 20:27,43,failed,2,US
1012187325,"Undercover Apple's Debut EP ""Across the Ocean""",44,Electronic Music,Music,USD,31/05/12 23:56,2000,16/04/12 23:56,1431,failed,19,US
1012188660,DIY Crafting Kits for Cell Phone Cases and Charm Jewelry,12,Crafts,Crafts,USD,04/02/14 20:48,22000,06/12/13 20:48,3,canceled,2,US
1012205909,Black Circle Coffee Roasters,7,Drinks,Food,GBP,01/01/17 18:16,60000,02/12/16 18:16,26,live,1,GB
